Town,date,Count,Tests
Goshen,2020-05-06,3,NA
Gosnold,2020-05-06,0,NA
Grafton,2020-05-06,63,NA
Granby,2020-05-06,18,NA
Granville,2020-05-06,8,NA
Great Barrington,2020-05-06,49,NA
Greenfield,2020-05-06,174,NA
Groton,2020-05-06,29,NA
Groveland,2020-05-06,20,NA
Hadley,2020-05-06,33,NA
Halifax,2020-05-06,29,NA
Hamilton,2020-05-06,22,NA
Hampden,2020-05-06,17,NA
Hancock,2020-05-06,3,NA
Hanover,2020-05-06,53,NA
Hanson,2020-05-06,73,NA
Hardwick,2020-05-06,7,NA
Harvard,2020-05-06,15,NA
Harwich,2020-05-06,96,NA
Hatfield,2020-05-06,9,NA
Haverhill,2020-05-06,833,NA
Hawley,2020-05-06,0,NA
Heath,2020-05-06,0,NA
Hingham,2020-05-06,186,NA
Hinsdale,2020-05-06,3,NA
Holbrook,2020-05-06,153,NA
Holden,2020-05-06,70,NA
Holland,2020-05-06,6,NA
Holliston,2020-05-06,44,NA
Holyoke,2020-05-06,678,NA
Hopedale,2020-05-06,22,NA
Hopkinton,2020-05-06,104,NA
Hubbardston,2020-05-06,5,NA
Hudson,2020-05-06,125,NA
Hull,2020-05-06,35,NA
Huntington,2020-05-06,12,NA
Ipswich,2020-05-06,52,NA
Kingston,2020-05-06,97,NA
Lakeville,2020-05-06,48,NA
Lancaster,2020-05-06,62,NA
Lanesborough,2020-05-06,6,NA
Lawrence,2020-05-06,1975,NA
Lee,2020-05-06,16,NA
Leicester,2020-05-06,106,NA
Lenox,2020-05-06,12,NA
Leominster,2020-05-06,294,NA
Leverett,2020-05-06,3,NA
Lexington,2020-05-06,278,NA
Leyden,2020-05-06,0,NA
Lincoln,2020-05-06,29,NA
Littleton,2020-05-06,89,NA
Longmeadow,2020-05-06,189,NA
Lowell,2020-05-06,2002,NA
Ludlow,2020-05-06,79,NA
Lunenburg,2020-05-06,42,NA
Lynn,2020-05-06,2536,NA
Lynnfield,2020-05-06,77,NA
Malden,2020-05-06,897,NA
Manchester,2020-05-06,14,NA
Mansfield,2020-05-06,123,NA
Marblehead,2020-05-06,158,NA
Marion,2020-05-06,7,NA
Marlborough,2020-05-06,581,NA
Marshfield,2020-05-06,130,NA
Mashpee,2020-05-06,42,NA
Mattapoisett,2020-05-06,22,NA
Maynard,2020-05-06,52,NA
Medfield,2020-05-06,32,NA
Medford,2020-05-06,829,NA
Medway,2020-05-06,68,NA
Melrose,2020-05-06,181,NA
Mendon,2020-05-06,20,NA
Merrimac,2020-05-06,19,NA
Methuen,2020-05-06,664,NA
Middleborough,2020-05-06,150,NA
Middlefield,2020-05-06,3,NA
Middleton,2020-05-06,128,NA
Milford,2020-05-06,470,NA
Millbury,2020-05-06,164,NA
Millis,2020-05-06,39,NA
Millville,2020-05-06,13,NA
Milton,2020-05-06,265,NA
Monroe,2020-05-06,0,NA
Monson,2020-05-06,22,NA
Montague,2020-05-06,20,NA
Monterey,2020-05-06,0,NA
Montgomery,2020-05-06,3,NA
Mount Washington,2020-05-06,0,NA
Nahant,2020-05-06,31,NA
Nantucket,2020-05-06,12,NA
Natick,2020-05-06,311,NA
Needham,2020-05-06,251,NA
New Ashford,2020-05-06,0,NA
New Bedford,2020-05-06,881,NA
New Braintree,2020-05-06,3,NA
New Marlborough,2020-05-06,3,NA
New Salem,2020-05-06,0,NA
Newbury,2020-05-06,6,NA
Newburyport,2020-05-06,51,NA
Newton,2020-05-06,588,NA
Norfolk,2020-05-06,22,NA
North Adams,2020-05-06,43,NA
North Andover,2020-05-06,231,NA
North Attleborough,2020-05-06,197,NA
North Brookfield,2020-05-06,10,NA
North Reading,2020-05-06,158,NA
Northampton,2020-05-06,201,NA
Northborough,2020-05-06,150,NA
Northbridge,2020-05-06,206,NA
Northfield,2020-05-06,0,NA
Norton,2020-05-06,104,NA
Norwell,2020-05-06,91,NA
Norwood,2020-05-06,441,NA
Oak Bluffs,2020-05-06,3,NA
Oakham,2020-05-06,3,NA
Orange,2020-05-06,31,NA
Orleans,2020-05-06,14,NA
Otis,2020-05-06,3,NA
Oxford,2020-05-06,37,NA
Palmer,2020-05-06,31,NA
Paxton,2020-05-06,17,NA
Peabody,2020-05-06,740,NA
Pelham,2020-05-06,3,NA
Pembroke,2020-05-06,59,NA
Pepperell,2020-05-06,35,NA
Peru,2020-05-06,3,NA
Petersham,2020-05-06,5,NA
Phillipston,2020-05-06,12,NA
Pittsfield,2020-05-06,138,NA
Plainfield,2020-05-06,0,NA
Plainville,2020-05-06,47,NA
Plymouth,2020-05-06,317,NA
Plympton,2020-05-06,6,NA
Princeton,2020-05-06,3,NA
Provincetown,2020-05-06,21,NA
Quincy,2020-05-06,903,NA
Randolph,2020-05-06,735,NA
Raynham,2020-05-06,201,NA
Reading,2020-05-06,221,NA
Rehoboth,2020-05-06,40,NA
Revere,2020-05-06,1307,NA
Richmond,2020-05-06,5,NA
Rochester,2020-05-06,19,NA
Rockland,2020-05-06,227,NA
Rockport,2020-05-06,47,NA
Rowe,2020-05-06,3,NA
Rowley,2020-05-06,26,NA
Royalston,2020-05-06,3,NA
Russell,2020-05-06,8,NA
Rutland,2020-05-06,33,NA
Salem,2020-05-06,445,NA
Salisbury,2020-05-06,37,NA
Sandisfield,2020-05-06,3,NA
Sandwich,2020-05-06,67,NA
Saugus,2020-05-06,391,NA
Savoy,2020-05-06,3,NA
Scituate,2020-05-06,84,NA
Seekonk,2020-05-06,51,NA
Sharon,2020-05-06,115,NA
Sheffield,2020-05-06,13,NA
Shelburne,2020-05-06,7,NA
Sherborn,2020-05-06,11,NA
Shirley,2020-05-06,134,NA
Shrewsbury,2020-05-06,240,NA
Shutesbury,2020-05-06,3,NA
Somerset,2020-05-06,80,NA
Somerville,2020-05-06,660,NA
South Hadley,2020-05-06,61,NA
Southampton,2020-05-06,26,NA
Southborough,2020-05-06,35,NA
Southbridge,2020-05-06,66,NA
Southwick,2020-05-06,42,NA
Spencer,2020-05-06,33,NA
Springfield,2020-05-06,1615,NA
Sterling,2020-05-06,52,NA
Stockbridge,2020-05-06,11,NA
Stoneham,2020-05-06,300,NA
Stoughton,2020-05-06,485,NA
Stow,2020-05-06,22,NA
Sturbridge,2020-05-06,27,NA
Sudbury,2020-05-06,98,NA
Sunderland,2020-05-06,7,NA
Sutton,2020-05-06,38,NA
Swampscott,2020-05-06,109,NA
Swansea,2020-05-06,73,NA
Taunton,2020-05-06,690,NA
Templeton,2020-05-06,98,NA
Tewksbury,2020-05-06,429,NA
Tisbury,2020-05-06,3,NA
Tolland,2020-05-06,3,NA
Topsfield,2020-05-06,100,NA
Townsend,2020-05-06,24,NA
Truro,2020-05-06,10,NA
Tyngsborough,2020-05-06,79,NA
Tyringham,2020-05-06,3,NA
Upton,2020-05-06,15,NA
Uxbridge,2020-05-06,55,NA
Wakefield,2020-05-06,244,NA
Wales,2020-05-06,3,NA
Walpole,2020-05-06,178,NA
Waltham,2020-05-06,872,NA
Ware,2020-05-06,17,NA
Wareham,2020-05-06,162,NA
Warren,2020-05-06,12,NA
Warwick,2020-05-06,0,NA
Washington,2020-05-06,3,NA
Watertown,2020-05-06,305,NA
Wayland,2020-05-06,83,NA
Webster,2020-05-06,100,NA
Wellesley,2020-05-06,200,NA
Wellfleet,2020-05-06,3,NA
Wendell,2020-05-06,0,NA
Wenham,2020-05-06,12,NA
West Boylston,2020-05-06,29,NA
West Bridgewater,2020-05-06,76,NA
West Brookfield,2020-05-06,10,NA
West Newbury,2020-05-06,5,NA
West Springfield,2020-05-06,256,NA
West Stockbridge,2020-05-06,3,NA
West Tisbury,2020-05-06,7,NA
Westborough,2020-05-06,251,NA
Westfield,2020-05-06,384,NA
Westford,2020-05-06,120,NA
Westhampton,2020-05-06,3,NA
Westminster,2020-05-06,17,NA
Weston,2020-05-06,89,NA
Westport,2020-05-06,54,NA
Westwood,2020-05-06,93,NA
Weymouth,2020-05-06,560,NA
Whately,2020-05-06,3,NA
Whitman,2020-05-06,147,NA
Wilbraham,2020-05-06,152,NA
Williamsburg,2020-05-06,9,NA
Williamstown,2020-05-06,80,NA
Wilmington,2020-05-06,288,NA
Winchendon,2020-05-06,58,NA
Winchester,2020-05-06,79,NA
Windsor,2020-05-06,0,NA
Winthrop,2020-05-06,196,NA
Woburn,2020-05-06,424,NA
Worcester,2020-05-06,2989,NA
Worthington,2020-05-06,0,NA
Wrentham,2020-05-06,145,NA
Yarmouth,2020-05-06,80,NA
Abington,2020-05-13,190,NA
Acton,2020-05-13,120,NA
Acushnet,2020-05-13,59,NA
Adams,2020-05-13,33,NA
Agawam,2020-05-13,404,NA
Alford,2020-05-13,0,NA
Amesbury,2020-05-13,154,NA
Amherst,2020-05-13,76,NA
Andover,2020-05-13,239,NA
Aquinnah,2020-05-13,0,NA
Arlington,2020-05-13,261,NA
Ashburnham,2020-05-13,23,NA
Ashby,2020-05-13,13,NA
Ashfield,2020-05-13,3,NA
Ashland,2020-05-13,179,NA
Athol,2020-05-13,46,NA
Attleboro,2020-05-13,527,NA
Auburn,2020-05-13,159,NA
Avon,2020-05-13,61,NA
Ayer,2020-05-13,49,NA
Barnstable,2020-05-13,267,NA
Barre,2020-05-13,43,NA
Becket,2020-05-13,12,NA
Bedford,2020-05-13,214,NA
Belchertown,2020-05-13,79,NA
Bellingham,2020-05-13,107,NA
Belmont,2020-05-13,192,NA
Berkley,2020-05-13,42,NA
Berlin,2020-05-13,18,NA
Bernardston,2020-05-13,6,NA
Beverly,2020-05-13,501,NA
Billerica,2020-05-13,456,NA
Blackstone,2020-05-13,36,NA
Blandford,2020-05-13,3,NA
Bolton,2020-05-13,11,NA
Bourne,2020-05-13,133,NA
Boxborough,2020-05-13,22,NA
Boxford,2020-05-13,35,NA
Boylston,2020-05-13,13,NA
Braintree,2020-05-13,724,NA
Brewster,2020-05-13,91,NA
Bridgewater,2020-05-13,302,NA
Brimfield,2020-05-13,3,NA
Brockton,2020-05-13,3429,NA
Brookfield,2020-05-13,12,NA
Brookline,2020-05-13,321,NA
Buckland,2020-05-13,7,NA
Burlington,2020-05-13,216,NA
Cambridge,2020-05-13,873,NA
Canton,2020-05-13,253,NA
Carlisle,2020-05-13,10,NA
Carver,2020-05-13,47,NA
Charlemont,2020-05-13,3,NA
Charlton,2020-05-13,51,NA
Chatham,2020-05-13,12,NA
Chelmsford,2020-05-13,291,NA
Chelsea,2020-05-13,2412,NA
Cheshire,2020-05-13,3,NA
Chester,2020-05-13,3,NA
Chesterfield,2020-05-13,3,NA
Chicopee,2020-05-13,332,NA
Chilmark,2020-05-13,3,NA
Clarksburg,2020-05-13,7,NA
Clinton,2020-05-13,153,NA
Cohasset,2020-05-13,21,NA
Colrain,2020-05-13,3,NA
Concord,2020-05-13,152,NA
Conway,2020-05-13,3,NA
Cummington,2020-05-13,3,NA
Dalton,2020-05-13,9,NA
Danvers,2020-05-13,616,NA
Dartmouth,2020-05-13,240,NA
Dedham,2020-05-13,317,NA
Deerfield,2020-05-13,9,NA
Dennis,2020-05-13,78,NA
Dighton,2020-05-13,50,NA
Douglas,2020-05-13,33,NA
Dover,2020-05-13,16,NA
Dracut,2020-05-13,374,NA
Dudley,2020-05-13,64,NA
Dunstable,2020-05-13,8,NA
Duxbury,2020-05-13,59,NA
East Bridgewater,2020-05-13,157,NA
East Brookfield,2020-05-13,7,NA
East Longmeadow,2020-05-13,224,NA
Eastham,2020-05-13,10,NA
Easthampton,2020-05-13,60,NA
Easton,2020-05-13,224,NA
Edgartown,2020-05-13,7,NA
Egremont,2020-05-13,5,NA
Erving,2020-05-13,6,NA
Essex,2020-05-13,17,NA
Everett,2020-05-13,1366,NA
Fairhaven,2020-05-13,158,NA
Fall River,2020-05-13,868,NA
Falmouth,2020-05-13,150,NA
Fitchburg,2020-05-13,516,NA
Florida,2020-05-13,3,NA
Foxborough,2020-05-13,96,NA
Framingham,2020-05-13,1347,NA
Franklin,2020-05-13,103,NA
Freetown,2020-05-13,73,NA
Gardner,2020-05-13,134,NA
Georgetown,2020-05-13,40,NA
Gill,2020-05-13,3,NA
Gloucester,2020-05-13,211,NA
Goshen,2020-05-13,3,NA
Gosnold,2020-05-13,0,NA
Grafton,2020-05-13,72,NA
Granby,2020-05-13,20,NA
Granville,2020-05-13,9,NA
Great Barrington,2020-05-13,51,NA
Greenfield,2020-05-13,186,NA
Groton,2020-05-13,35,NA
Groveland,2020-05-13,25,NA
Hadley,2020-05-13,36,NA
Halifax,2020-05-13,32,NA
Hamilton,2020-05-13,24,NA
Hampden,2020-05-13,37,NA
Hancock,2020-05-13,3,NA
Hanover,2020-05-13,56,NA
Hanson,2020-05-13,80,NA
Hardwick,2020-05-13,6,NA
Harvard,2020-05-13,16,NA
Harwich,2020-05-13,106,NA
Hatfield,2020-05-13,10,NA
Haverhill,2020-05-13,950,NA
Hawley,2020-05-13,0,NA
Heath,2020-05-13,0,NA
Hingham,2020-05-13,223,NA
Hinsdale,2020-05-13,3,NA
Holbrook,2020-05-13,166,NA
Holden,2020-05-13,76,NA
Holland,2020-05-13,8,NA
Holliston,2020-05-13,48,NA
Holyoke,2020-05-13,723,NA
Hopedale,2020-05-13,27,NA
Hopkinton,2020-05-13,104,NA
Hubbardston,2020-05-13,5,NA
Hudson,2020-05-13,148,NA
Hull,2020-05-13,43,NA
Huntington,2020-05-13,12,NA
Ipswich,2020-05-13,57,NA
Kingston,2020-05-13,103,NA
Lakeville,2020-05-13,52,NA
Lancaster,2020-05-13,69,NA
Lanesborough,2020-05-13,7,NA
Lawrence,2020-05-13,2382,NA
Lee,2020-05-13,16,NA
Leicester,2020-05-13,118,NA
Lenox,2020-05-13,12,NA
Leominster,2020-05-13,376,NA
Leverett,2020-05-13,3,NA
Lexington,2020-05-13,290,NA
Leyden,2020-05-13,0,NA
Lincoln,2020-05-13,30,NA
Littleton,2020-05-13,93,NA
Longmeadow,2020-05-13,195,NA
Lowell,2020-05-13,2215,NA
Ludlow,2020-05-13,94,NA
Lunenburg,2020-05-13,46,NA
Lynn,2020-05-13,2834,NA
Lynnfield,2020-05-13,80,NA
Malden,2020-05-13,986,NA
Manchester,2020-05-13,15,NA
Mansfield,2020-05-13,137,NA
Marblehead,2020-05-13,163,NA
Marion,2020-05-13,9,NA
Marlborough,2020-05-13,698,NA
Marshfield,2020-05-13,139,NA
Mashpee,2020-05-13,45,NA
Mattapoisett,2020-05-13,25,NA
Maynard,2020-05-13,60,NA
Medfield,2020-05-13,32,NA
Medford,2020-05-13,870,NA
Medway,2020-05-13,99,NA
Melrose,2020-05-13,206,NA
Mendon,2020-05-13,22,NA
Merrimac,2020-05-13,23,NA
Methuen,2020-05-13,737,NA
Middleborough,2020-05-13,221,NA
Middlefield,2020-05-13,0,NA
Middleton,2020-05-13,132,NA
Milford,2020-05-13,525,NA
Millbury,2020-05-13,173,NA
Millis,2020-05-13,43,NA
Millville,2020-05-13,13,NA
Milton,2020-05-13,271,NA
Monroe,2020-05-13,0,NA
Monson,2020-05-13,26,NA
Montague,2020-05-13,23,NA
Monterey,2020-05-13,0,NA
Montgomery,2020-05-13,3,NA
Mount Washington,2020-05-13,0,NA
Nahant,2020-05-13,34,NA
Nantucket,2020-05-13,12,NA
Natick,2020-05-13,349,NA
Needham,2020-05-13,292,NA
New Ashford,2020-05-13,0,NA
New Bedford,2020-05-13,1241,NA
New Braintree,2020-05-13,3,NA
New Marlborough,2020-05-13,3,NA
New Salem,2020-05-13,0,NA
Newbury,2020-05-13,7,NA
Newburyport,2020-05-13,56,NA
Newton,2020-05-13,675,NA
Norfolk,2020-05-13,23,NA
North Adams,2020-05-13,45,NA
North Andover,2020-05-13,248,NA
North Attleborough,2020-05-13,214,NA
North Brookfield,2020-05-13,11,NA
North Reading,2020-05-13,166,NA
Northampton,2020-05-13,238,NA
Northborough,2020-05-13,171,NA
Northbridge,2020-05-13,235,NA
Northfield,2020-05-13,3,NA
Norton,2020-05-13,113,NA
Norwell,2020-05-13,105,NA
Norwood,2020-05-13,462,NA
Oak Bluffs,2020-05-13,3,NA
Oakham,2020-05-13,3,NA
Orange,2020-05-13,34,NA
Orleans,2020-05-13,15,NA
Otis,2020-05-13,3,NA
Oxford,2020-05-13,42,NA
Palmer,2020-05-13,36,NA
Paxton,2020-05-13,23,NA
Peabody,2020-05-13,809,NA
Pelham,2020-05-13,3,NA
Pembroke,2020-05-13,68,NA
Pepperell,2020-05-13,39,NA
Peru,2020-05-13,3,NA
Petersham,2020-05-13,5,NA
Phillipston,2020-05-13,12,NA
Pittsfield,2020-05-13,147,NA
Plainfield,2020-05-13,0,NA
Plainville,2020-05-13,51,NA
Plymouth,2020-05-13,424,NA
Plympton,2020-05-13,8,NA
Princeton,2020-05-13,3,NA
Provincetown,2020-05-13,21,NA
Quincy,2020-05-13,970,NA
Randolph,2020-05-13,787,NA
Raynham,2020-05-13,206,NA
Reading,2020-05-13,247,NA
Rehoboth,2020-05-13,44,NA
Revere,2020-05-13,1403,NA
Richmond,2020-05-13,5,NA
Rochester,2020-05-13,22,NA
Rockland,2020-05-13,246,NA
Rockport,2020-05-13,72,NA
Rowe,2020-05-13,0,NA
Rowley,2020-05-13,31,NA
Royalston,2020-05-13,3,NA
Russell,2020-05-13,8,NA
Rutland,2020-05-13,37,NA
Salem,2020-05-13,492,NA
Salisbury,2020-05-13,45,NA
Sandisfield,2020-05-13,3,NA
Sandwich,2020-05-13,74,NA
Saugus,2020-05-13,432,NA
Savoy,2020-05-13,3,NA
Scituate,2020-05-13,119,NA
Seekonk,2020-05-13,61,NA
Sharon,2020-05-13,118,NA
Sheffield,2020-05-13,15,NA
Shelburne,2020-05-13,7,NA
Sherborn,2020-05-13,11,NA
Shirley,2020-05-13,144,NA
Shrewsbury,2020-05-13,265,NA
Shutesbury,2020-05-13,3,NA
Somerset,2020-05-13,98,NA
Somerville,2020-05-13,729,NA
South Hadley,2020-05-13,108,NA
Southampton,2020-05-13,28,NA
Southborough,2020-05-13,36,NA
Southbridge,2020-05-13,84,NA
Southwick,2020-05-13,44,NA
Spencer,2020-05-13,38,NA
Springfield,2020-05-13,1889,NA
Sterling,2020-05-13,60,NA
Stockbridge,2020-05-13,14,NA
Stoneham,2020-05-13,322,NA
Stoughton,2020-05-13,512,NA
Stow,2020-05-13,25,NA
Sturbridge,2020-05-13,30,NA
Sudbury,2020-05-13,163,NA
Sunderland,2020-05-13,8,NA
Sutton,2020-05-13,38,NA
Swampscott,2020-05-13,115,NA
Swansea,2020-05-13,75,NA
Taunton,2020-05-13,758,NA
Templeton,2020-05-13,109,NA
Tewksbury,2020-05-13,484,NA
Tisbury,2020-05-13,3,NA
Tolland,2020-05-13,3,NA
Topsfield,2020-05-13,106,NA
Townsend,2020-05-13,26,NA
Truro,2020-05-13,9,NA
Tyngsborough,2020-05-13,81,NA
Tyringham,2020-05-13,3,NA
Upton,2020-05-13,17,NA
Uxbridge,2020-05-13,58,NA
Wakefield,2020-05-13,257,NA
Wales,2020-05-13,3,NA
Walpole,2020-05-13,199,NA
Waltham,2020-05-13,994,NA
Ware,2020-05-13,21,NA
Wareham,2020-05-13,171,NA
Warren,2020-05-13,13,NA
Warwick,2020-05-13,0,NA
Washington,2020-05-13,3,NA
Watertown,2020-05-13,326,NA
Wayland,2020-05-13,92,NA
Webster,2020-05-13,123,NA
Wellesley,2020-05-13,207,NA
Wellfleet,2020-05-13,3,NA
Wendell,2020-05-13,0,NA
Wenham,2020-05-13,15,NA
West Boylston,2020-05-13,33,NA
West Bridgewater,2020-05-13,98,NA
West Brookfield,2020-05-13,13,NA
West Newbury,2020-05-13,6,NA
West Springfield,2020-05-13,271,NA
West Stockbridge,2020-05-13,3,NA
West Tisbury,2020-05-13,7,NA
Westborough,2020-05-13,273,NA
Westfield,2020-05-13,397,NA
Westford,2020-05-13,126,NA
Westhampton,2020-05-13,3,NA
Westminster,2020-05-13,19,NA
Weston,2020-05-13,125,NA
Westport,2020-05-13,61,NA
Westwood,2020-05-13,99,NA
Weymouth,2020-05-13,607,NA
Whately,2020-05-13,3,NA
Whitman,2020-05-13,164,NA
Wilbraham,2020-05-13,178,NA
Williamsburg,2020-05-13,8,NA
Williamstown,2020-05-13,81,NA
Wilmington,2020-05-13,298,NA
Winchendon,2020-05-13,73,NA
Winchester,2020-05-13,97,NA
Windsor,2020-05-13,0,NA
Winthrop,2020-05-13,221,NA
Woburn,2020-05-13,499,NA
Worcester,2020-05-13,3549,NA
Worthington,2020-05-13,0,NA
Wrentham,2020-05-13,172,NA
Yarmouth,2020-05-13,96,NA
Abington,2020-05-20,219,NA
Acton,2020-05-20,138,NA
Acushnet,2020-05-20,73,NA
Adams,2020-05-20,35,NA
Agawam,2020-05-20,423,NA
Alford,2020-05-20,0,NA
Amesbury,2020-05-20,154,NA
Amherst,2020-05-20,85,NA
Andover,2020-05-20,263,NA
Aquinnah,2020-05-20,0,NA
Arlington,2020-05-20,279,NA
Ashburnham,2020-05-20,26,NA
Ashby,2020-05-20,14,NA
Ashfield,2020-05-20,3,NA
Ashland,2020-05-20,214,NA
Athol,2020-05-20,46,NA
Attleboro,2020-05-20,577,NA
Auburn,2020-05-20,184,NA
Avon,2020-05-20,67,NA
Ayer,2020-05-20,65,NA
Barnstable,2020-05-20,293,NA
Barre,2020-05-20,47,NA
Becket,2020-05-20,12,NA
Bedford,2020-05-20,232,NA
Belchertown,2020-05-20,88,NA
Bellingham,2020-05-20,112,NA
Belmont,2020-05-20,210,NA
Berkley,2020-05-20,52,NA
Berlin,2020-05-20,20,NA
Bernardston,2020-05-20,6,NA
Beverly,2020-05-20,542,NA
Billerica,2020-05-20,486,NA
Blackstone,2020-05-20,40,NA
Blandford,2020-05-20,3,NA
Bolton,2020-05-20,12,NA
Bourne,2020-05-20,144,NA
Boxborough,2020-05-20,23,NA
Boxford,2020-05-20,35,NA
Boylston,2020-05-20,18,NA
Braintree,2020-05-20,754,NA
Brewster,2020-05-20,92,NA
Bridgewater,2020-05-20,328,NA
Brimfield,2020-05-20,3,NA
Brockton,2020-05-20,3773,NA
Brookfield,2020-05-20,15,NA
Brookline,2020-05-20,343,NA
Buckland,2020-05-20,8,NA
Burlington,2020-05-20,231,NA
Cambridge,2020-05-20,889,NA
Canton,2020-05-20,266,NA
Carlisle,2020-05-20,12,NA
Carver,2020-05-20,49,NA
Charlemont,2020-05-20,3,NA
Charlton,2020-05-20,60,NA
Chatham,2020-05-20,12,NA
Chelmsford,2020-05-20,302,NA
Chelsea,2020-05-20,2598,NA
Cheshire,2020-05-20,3,NA
Chester,2020-05-20,3,NA
Chesterfield,2020-05-20,3,NA
Chicopee,2020-05-20,373,NA
Chilmark,2020-05-20,3,NA
Clarksburg,2020-05-20,7,NA
Clinton,2020-05-20,174,NA
Cohasset,2020-05-20,21,NA
Colrain,2020-05-20,3,NA
Concord,2020-05-20,160,NA
Conway,2020-05-20,3,NA
Cummington,2020-05-20,3,NA
Dalton,2020-05-20,9,NA
Danvers,2020-05-20,643,NA
Dartmouth,2020-05-20,284,NA
Dedham,2020-05-20,340,NA
Deerfield,2020-05-20,8,NA
Dennis,2020-05-20,83,NA
Dighton,2020-05-20,54,NA
Douglas,2020-05-20,39,NA
Dover,2020-05-20,17,NA
Dracut,2020-05-20,422,NA
Dudley,2020-05-20,72,NA
Dunstable,2020-05-20,9,NA
Duxbury,2020-05-20,60,NA
East Bridgewater,2020-05-20,172,NA
East Brookfield,2020-05-20,9,NA
East Longmeadow,2020-05-20,238,NA
Eastham,2020-05-20,10,NA
Easthampton,2020-05-20,70,NA
Easton,2020-05-20,248,NA
Edgartown,2020-05-20,7,NA
Egremont,2020-05-20,5,NA
Erving,2020-05-20,6,NA
Essex,2020-05-20,21,NA
Everett,2020-05-20,1474,NA
Fairhaven,2020-05-20,183,NA
Fall River,2020-05-20,1051,NA
Falmouth,2020-05-20,170,NA
Fitchburg,2020-05-20,631,NA
Florida,2020-05-20,3,NA
Foxborough,2020-05-20,100,NA
Framingham,2020-05-20,1493,NA
Franklin,2020-05-20,111,NA
Freetown,2020-05-20,80,NA
Gardner,2020-05-20,156,NA
Georgetown,2020-05-20,45,NA
Gill,2020-05-20,3,NA
Gloucester,2020-05-20,233,NA
Goshen,2020-05-20,3,NA
Gosnold,2020-05-20,0,NA
Grafton,2020-05-20,81,NA
Granby,2020-05-20,26,NA
Granville,2020-05-20,9,NA
Great Barrington,2020-05-20,52,NA
Greenfield,2020-05-20,189,NA
Groton,2020-05-20,38,NA
Groveland,2020-05-20,28,NA
Hadley,2020-05-20,40,NA
Halifax,2020-05-20,48,NA
Hamilton,2020-05-20,28,NA
Hampden,2020-05-20,45,NA
Hancock,2020-05-20,3,NA
Hanover,2020-05-20,60,NA
Hanson,2020-05-20,88,NA
Hardwick,2020-05-20,7,NA
Harvard,2020-05-20,16,NA
Harwich,2020-05-20,111,NA
Hatfield,2020-05-20,10,NA
Haverhill,2020-05-20,1066,NA
Hawley,2020-05-20,0,NA
Heath,2020-05-20,0,NA
Hingham,2020-05-20,237,NA
Hinsdale,2020-05-20,3,NA
Holbrook,2020-05-20,176,NA
Holden,2020-05-20,85,NA
Holland,2020-05-20,8,NA
Holliston,2020-05-20,53,NA
Holyoke,2020-05-20,764,NA
Hopedale,2020-05-20,34,NA
Hopkinton,2020-05-20,110,NA
Hubbardston,2020-05-20,5,NA
Hudson,2020-05-20,163,NA
Hull,2020-05-20,47,NA
Huntington,2020-05-20,13,NA
Ipswich,2020-05-20,62,NA
Kingston,2020-05-20,116,NA
Lakeville,2020-05-20,54,NA
Lancaster,2020-05-20,75,NA
Lanesborough,2020-05-20,7,NA
Lawrence,2020-05-20,2681,NA
Lee,2020-05-20,16,NA
Leicester,2020-05-20,128,NA
Lenox,2020-05-20,13,NA
Leominster,2020-05-20,516,NA
Leverett,2020-05-20,3,NA
Lexington,2020-05-20,302,NA
Leyden,2020-05-20,0,NA
Lincoln,2020-05-20,32,NA
Littleton,2020-05-20,94,NA
Longmeadow,2020-05-20,202,NA
Lowell,2020-05-20,2457,NA
Ludlow,2020-05-20,110,NA
Lunenburg,2020-05-20,58,NA
Lynn,2020-05-20,3117,NA
Lynnfield,2020-05-20,87,NA
Malden,2020-05-20,1053,NA
Manchester,2020-05-20,16,NA
Mansfield,2020-05-20,147,NA
Marblehead,2020-05-20,211,NA
Marion,2020-05-20,11,NA
Marlborough,2020-05-20,829,NA
Marshfield,2020-05-20,152,NA
Mashpee,2020-05-20,50,NA
Mattapoisett,2020-05-20,28,NA
Maynard,2020-05-20,63,NA
Medfield,2020-05-20,33,NA
Medford,2020-05-20,922,NA
Medway,2020-05-20,103,NA
Melrose,2020-05-20,216,NA
Mendon,2020-05-20,23,NA
Merrimac,2020-05-20,26,NA
Methuen,2020-05-20,827,NA
Middleborough,2020-05-20,243,NA
Middlefield,2020-05-20,0,NA
Middleton,2020-05-20,144,NA
Milford,2020-05-20,575,NA
Millbury,2020-05-20,184,NA
Millis,2020-05-20,45,NA
Millville,2020-05-20,13,NA
Milton,2020-05-20,286,NA
Monroe,2020-05-20,0,NA
Monson,2020-05-20,30,NA
Montague,2020-05-20,25,NA
Monterey,2020-05-20,0,NA
Montgomery,2020-05-20,3,NA
Mount Washington,2020-05-20,0,NA
Nahant,2020-05-20,37,NA
Nantucket,2020-05-20,12,NA
Natick,2020-05-20,381,NA
Needham,2020-05-20,303,NA
New Ashford,2020-05-20,0,NA
New Bedford,2020-05-20,1583,NA
New Braintree,2020-05-20,3,NA
New Marlborough,2020-05-20,6,NA
New Salem,2020-05-20,0,NA
Newbury,2020-05-20,8,NA
Newburyport,2020-05-20,65,NA
Newton,2020-05-20,710,NA
Norfolk,2020-05-20,22,NA
North Adams,2020-05-20,47,NA
North Andover,2020-05-20,269,NA
North Attleborough,2020-05-20,228,NA
