date,Town,Count,Tests
2020-05-06,Georgetown,35,NA
2020-05-06,Gill,3,NA
2020-05-06,Gloucester,188,NA
2020-05-06,Goshen,3,NA
2020-05-06,Gosnold,0,NA
2020-05-06,Grafton,63,NA
2020-05-06,Granby,18,NA
2020-05-06,Granville,8,NA
2020-05-06,Great Barrington,49,NA
2020-05-06,Greenfield,174,NA
2020-05-06,Groton,29,NA
2020-05-06,Groveland,20,NA
2020-05-06,Hadley,33,NA
2020-05-06,Halifax,29,NA
2020-05-06,Hamilton,22,NA
2020-05-06,Hampden,17,NA
2020-05-06,Hancock,3,NA
2020-05-06,Hanover,53,NA
2020-05-06,Hanson,73,NA
2020-05-06,Hardwick,7,NA
2020-05-06,Harvard,15,NA
2020-05-06,Harwich,96,NA
2020-05-06,Hatfield,9,NA
2020-05-06,Haverhill,833,NA
2020-05-06,Hawley,0,NA
2020-05-06,Heath,0,NA
2020-05-06,Hingham,186,NA
2020-05-06,Hinsdale,3,NA
2020-05-06,Holbrook,153,NA
2020-05-06,Holden,70,NA
2020-05-06,Holland,6,NA
2020-05-06,Holliston,44,NA
2020-05-06,Holyoke,678,NA
2020-05-06,Hopedale,22,NA
2020-05-06,Hopkinton,104,NA
2020-05-06,Hubbardston,5,NA
2020-05-06,Hudson,125,NA
2020-05-06,Hull,35,NA
2020-05-06,Huntington,12,NA
2020-05-06,Ipswich,52,NA
2020-05-06,Kingston,97,NA
2020-05-06,Lakeville,48,NA
2020-05-06,Lancaster,62,NA
2020-05-06,Lanesborough,6,NA
2020-05-06,Lawrence,1975,NA
2020-05-06,Lee,16,NA
2020-05-06,Leicester,106,NA
2020-05-06,Lenox,12,NA
2020-05-06,Leominster,294,NA
2020-05-06,Leverett,3,NA
2020-05-06,Lexington,278,NA
2020-05-06,Leyden,0,NA
2020-05-06,Lincoln,29,NA
2020-05-06,Littleton,89,NA
2020-05-06,Longmeadow,189,NA
2020-05-06,Lowell,2002,NA
2020-05-06,Ludlow,79,NA
2020-05-06,Lunenburg,42,NA
2020-05-06,Lynn,2536,NA
2020-05-06,Lynnfield,77,NA
2020-05-06,Malden,897,NA
2020-05-06,Manchester,14,NA
2020-05-06,Mansfield,123,NA
2020-05-06,Marblehead,158,NA
2020-05-06,Marion,7,NA
2020-05-06,Marlborough,581,NA
2020-05-06,Marshfield,130,NA
2020-05-06,Mashpee,42,NA
2020-05-06,Mattapoisett,22,NA
2020-05-06,Maynard,52,NA
2020-05-06,Medfield,32,NA
2020-05-06,Medford,829,NA
2020-05-06,Medway,68,NA
2020-05-06,Melrose,181,NA
2020-05-06,Mendon,20,NA
2020-05-06,Merrimac,19,NA
2020-05-06,Methuen,664,NA
2020-05-06,Middleborough,150,NA
2020-05-06,Middlefield,3,NA
2020-05-06,Middleton,128,NA
2020-05-06,Milford,470,NA
2020-05-06,Millbury,164,NA
2020-05-06,Millis,39,NA
2020-05-06,Millville,13,NA
2020-05-06,Milton,265,NA
2020-05-06,Monroe,0,NA
2020-05-06,Monson,22,NA
2020-05-06,Montague,20,NA
2020-05-06,Monterey,0,NA
2020-05-06,Montgomery,3,NA
2020-05-06,Mount Washington,0,NA
2020-05-06,Nahant,31,NA
2020-05-06,Nantucket,12,NA
2020-05-06,Natick,311,NA
2020-05-06,Needham,251,NA
2020-05-06,New Ashford,0,NA
2020-05-06,New Bedford,881,NA
2020-05-06,New Braintree,3,NA
2020-05-06,New Marlborough,3,NA
2020-05-06,New Salem,0,NA
2020-05-06,Newbury,6,NA
2020-05-06,Newburyport,51,NA
2020-05-06,Newton,588,NA
2020-05-06,Norfolk,22,NA
2020-05-06,North Adams,43,NA
2020-05-06,North Andover,231,NA
2020-05-06,North Attleborough,197,NA
2020-05-06,North Brookfield,10,NA
2020-05-06,North Reading,158,NA
2020-05-06,Northampton,201,NA
2020-05-06,Northborough,150,NA
2020-05-06,Northbridge,206,NA
2020-05-06,Northfield,0,NA
2020-05-06,Norton,104,NA
2020-05-06,Norwell,91,NA
2020-05-06,Norwood,441,NA
2020-05-06,Oak Bluffs,3,NA
2020-05-06,Oakham,3,NA
2020-05-06,Orange,31,NA
2020-05-06,Orleans,14,NA
2020-05-06,Otis,3,NA
2020-05-06,Oxford,37,NA
2020-05-06,Palmer,31,NA
2020-05-06,Paxton,17,NA
2020-05-06,Peabody,740,NA
2020-05-06,Pelham,3,NA
2020-05-06,Pembroke,59,NA
2020-05-06,Pepperell,35,NA
2020-05-06,Peru,3,NA
2020-05-06,Petersham,5,NA
2020-05-06,Phillipston,12,NA
2020-05-06,Pittsfield,138,NA
2020-05-06,Plainfield,0,NA
2020-05-06,Plainville,47,NA
2020-05-06,Plymouth,317,NA
2020-05-06,Plympton,6,NA
2020-05-06,Princeton,3,NA
2020-05-06,Provincetown,21,NA
2020-05-06,Quincy,903,NA
2020-05-06,Randolph,735,NA
2020-05-06,Raynham,201,NA
2020-05-06,Reading,221,NA
2020-05-06,Rehoboth,40,NA
2020-05-06,Revere,1307,NA
2020-05-06,Richmond,5,NA
2020-05-06,Rochester,19,NA
2020-05-06,Rockland,227,NA
2020-05-06,Rockport,47,NA
2020-05-06,Rowe,3,NA
2020-05-06,Rowley,26,NA
2020-05-06,Royalston,3,NA
2020-05-06,Russell,8,NA
2020-05-06,Rutland,33,NA
2020-05-06,Salem,445,NA
2020-05-06,Salisbury,37,NA
2020-05-06,Sandisfield,3,NA
2020-05-06,Sandwich,67,NA
2020-05-06,Saugus,391,NA
2020-05-06,Savoy,3,NA
2020-05-06,Scituate,84,NA
2020-05-06,Seekonk,51,NA
2020-05-06,Sharon,115,NA
2020-05-06,Sheffield,13,NA
2020-05-06,Shelburne,7,NA
2020-05-06,Sherborn,11,NA
2020-05-06,Shirley,134,NA
2020-05-06,Shrewsbury,240,NA
2020-05-06,Shutesbury,3,NA
2020-05-06,Somerset,80,NA
2020-05-06,Somerville,660,NA
2020-05-06,South Hadley,61,NA
2020-05-06,Southampton,26,NA
2020-05-06,Southborough,35,NA
2020-05-06,Southbridge,66,NA
2020-05-06,Southwick,42,NA
2020-05-06,Spencer,33,NA
2020-05-06,Springfield,1615,NA
2020-05-06,Sterling,52,NA
2020-05-06,Stockbridge,11,NA
2020-05-06,Stoneham,300,NA
2020-05-06,Stoughton,485,NA
2020-05-06,Stow,22,NA
2020-05-06,Sturbridge,27,NA
2020-05-06,Sudbury,98,NA
2020-05-06,Sunderland,7,NA
2020-05-06,Sutton,38,NA
2020-05-06,Swampscott,109,NA
2020-05-06,Swansea,73,NA
2020-05-06,Taunton,690,NA
2020-05-06,Templeton,98,NA
2020-05-06,Tewksbury,429,NA
2020-05-06,Tisbury,3,NA
2020-05-06,Tolland,3,NA
2020-05-06,Topsfield,100,NA
2020-05-06,Townsend,24,NA
2020-05-06,Truro,10,NA
2020-05-06,Tyngsborough,79,NA
2020-05-06,Tyringham,3,NA
2020-05-06,Upton,15,NA
2020-05-06,Uxbridge,55,NA
2020-05-06,Wakefield,244,NA
2020-05-06,Wales,3,NA
2020-05-06,Walpole,178,NA
2020-05-06,Waltham,872,NA
2020-05-06,Ware,17,NA
2020-05-06,Wareham,162,NA
2020-05-06,Warren,12,NA
2020-05-06,Warwick,0,NA
2020-05-06,Washington,3,NA
2020-05-06,Watertown,305,NA
2020-05-06,Wayland,83,NA
2020-05-06,Webster,100,NA
2020-05-06,Wellesley,200,NA
2020-05-06,Wellfleet,3,NA
2020-05-06,Wendell,0,NA
2020-05-06,Wenham,12,NA
2020-05-06,West Boylston,29,NA
2020-05-06,West Bridgewater,76,NA
2020-05-06,West Brookfield,10,NA
2020-05-06,West Newbury,5,NA
2020-05-06,West Springfield,256,NA
2020-05-06,West Stockbridge,3,NA
2020-05-06,West Tisbury,7,NA
2020-05-06,Westborough,251,NA
2020-05-06,Westfield,384,NA
2020-05-06,Westford,120,NA
2020-05-06,Westhampton,3,NA
2020-05-06,Westminster,17,NA
2020-05-06,Weston,89,NA
2020-05-06,Westport,54,NA
2020-05-06,Westwood,93,NA
2020-05-06,Weymouth,560,NA
2020-05-06,Whately,3,NA
2020-05-06,Whitman,147,NA
2020-05-06,Wilbraham,152,NA
2020-05-06,Williamsburg,9,NA
2020-05-06,Williamstown,80,NA
2020-05-06,Wilmington,288,NA
2020-05-06,Winchendon,58,NA
2020-05-06,Winchester,79,NA
2020-05-06,Windsor,0,NA
2020-05-06,Winthrop,196,NA
2020-05-06,Woburn,424,NA
2020-05-06,Worcester,2989,NA
2020-05-06,Worthington,0,NA
2020-05-06,Wrentham,145,NA
2020-05-06,Yarmouth,80,NA
2020-05-13,Abington,190,NA
2020-05-13,Acton,120,NA
2020-05-13,Acushnet,59,NA
2020-05-13,Adams,33,NA
2020-05-13,Agawam,404,NA
2020-05-13,Alford,0,NA
2020-05-13,Amesbury,154,NA
2020-05-13,Amherst,76,NA
2020-05-13,Andover,239,NA
2020-05-13,Aquinnah,0,NA
2020-05-13,Arlington,261,NA
2020-05-13,Ashburnham,23,NA
2020-05-13,Ashby,13,NA
2020-05-13,Ashfield,3,NA
2020-05-13,Ashland,179,NA
2020-05-13,Athol,46,NA
2020-05-13,Attleboro,527,NA
2020-05-13,Auburn,159,NA
2020-05-13,Avon,61,NA
2020-05-13,Ayer,49,NA
2020-05-13,Barnstable,267,NA
2020-05-13,Barre,43,NA
2020-05-13,Becket,12,NA
2020-05-13,Bedford,214,NA
2020-05-13,Belchertown,79,NA
2020-05-13,Bellingham,107,NA
2020-05-13,Belmont,192,NA
2020-05-13,Berkley,42,NA
2020-05-13,Berlin,18,NA
2020-05-13,Bernardston,6,NA
2020-05-13,Beverly,501,NA
2020-05-13,Billerica,456,NA
2020-05-13,Blackstone,36,NA
2020-05-13,Blandford,3,NA
2020-05-13,Bolton,11,NA
2020-05-13,Boston,11551,NA
2020-05-13,Bourne,133,NA
2020-05-13,Boxborough,22,NA
2020-05-13,Boxford,35,NA
2020-05-13,Boylston,13,NA
2020-05-13,Braintree,724,NA
2020-05-13,Brewster,91,NA
2020-05-13,Bridgewater,302,NA
2020-05-13,Brimfield,3,NA
2020-05-13,Brockton,3429,NA
2020-05-13,Brookfield,12,NA
2020-05-13,Brookline,321,NA
2020-05-13,Buckland,7,NA
2020-05-13,Burlington,216,NA
2020-05-13,Cambridge,873,NA
2020-05-13,Canton,253,NA
2020-05-13,Carlisle,10,NA
2020-05-13,Carver,47,NA
2020-05-13,Charlemont,3,NA
2020-05-13,Charlton,51,NA
2020-05-13,Chatham,12,NA
2020-05-13,Chelmsford,291,NA
2020-05-13,Chelsea,2412,NA
2020-05-13,Cheshire,3,NA
2020-05-13,Chester,3,NA
2020-05-13,Chesterfield,3,NA
2020-05-13,Chicopee,332,NA
2020-05-13,Chilmark,3,NA
2020-05-13,Clarksburg,7,NA
2020-05-13,Clinton,153,NA
2020-05-13,Cohasset,21,NA
2020-05-13,Colrain,3,NA
2020-05-13,Concord,152,NA
2020-05-13,Conway,3,NA
2020-05-13,Cummington,3,NA
2020-05-13,Dalton,9,NA
2020-05-13,Danvers,616,NA
2020-05-13,Dartmouth,240,NA
2020-05-13,Dedham,317,NA
2020-05-13,Deerfield,9,NA
2020-05-13,Dennis,78,NA
2020-05-13,Dighton,50,NA
2020-05-13,Douglas,33,NA
2020-05-13,Dover,16,NA
2020-05-13,Dracut,374,NA
2020-05-13,Dudley,64,NA
2020-05-13,Dunstable,8,NA
2020-05-13,Duxbury,59,NA
2020-05-13,East Bridgewater,157,NA
2020-05-13,East Brookfield,7,NA
2020-05-13,East Longmeadow,224,NA
2020-05-13,Eastham,10,NA
2020-05-13,Easthampton,60,NA
2020-05-13,Easton,224,NA
2020-05-13,Edgartown,7,NA
2020-05-13,Egremont,5,NA
2020-05-13,Erving,6,NA
2020-05-13,Essex,17,NA
2020-05-13,Everett,1366,NA
2020-05-13,Fairhaven,158,NA
2020-05-13,Fall River,868,NA
2020-05-13,Falmouth,150,NA
2020-05-13,Fitchburg,516,NA
2020-05-13,Florida,3,NA
2020-05-13,Foxborough,96,NA
2020-05-13,Framingham,1347,NA
2020-05-13,Franklin,103,NA
2020-05-13,Freetown,73,NA
2020-05-13,Gardner,134,NA
2020-05-13,Georgetown,40,NA
2020-05-13,Gill,3,NA
2020-05-13,Gloucester,211,NA
2020-05-13,Goshen,3,NA
2020-05-13,Gosnold,0,NA
2020-05-13,Grafton,72,NA
2020-05-13,Granby,20,NA
2020-05-13,Granville,9,NA
2020-05-13,Great Barrington,51,NA
2020-05-13,Greenfield,186,NA
2020-05-13,Groton,35,NA
2020-05-13,Groveland,25,NA
2020-05-13,Hadley,36,NA
2020-05-13,Halifax,32,NA
2020-05-13,Hamilton,24,NA
2020-05-13,Hampden,37,NA
2020-05-13,Hancock,3,NA
2020-05-13,Hanover,56,NA
2020-05-13,Hanson,80,NA
2020-05-13,Hardwick,6,NA
2020-05-13,Harvard,16,NA
2020-05-13,Harwich,106,NA
2020-05-13,Hatfield,10,NA
2020-05-13,Haverhill,950,NA
2020-05-13,Hawley,0,NA
2020-05-13,Heath,0,NA
2020-05-13,Hingham,223,NA
2020-05-13,Hinsdale,3,NA
2020-05-13,Holbrook,166,NA
2020-05-13,Holden,76,NA
2020-05-13,Holland,8,NA
2020-05-13,Holliston,48,NA
2020-05-13,Holyoke,723,NA
2020-05-13,Hopedale,27,NA
2020-05-13,Hopkinton,104,NA
2020-05-13,Hubbardston,5,NA
2020-05-13,Hudson,148,NA
2020-05-13,Hull,43,NA
2020-05-13,Huntington,12,NA
2020-05-13,Ipswich,57,NA
2020-05-13,Kingston,103,NA
2020-05-13,Lakeville,52,NA
2020-05-13,Lancaster,69,NA
2020-05-13,Lanesborough,7,NA
2020-05-13,Lawrence,2382,NA
2020-05-13,Lee,16,NA
2020-05-13,Leicester,118,NA
2020-05-13,Lenox,12,NA
2020-05-13,Leominster,376,NA
2020-05-13,Leverett,3,NA
2020-05-13,Lexington,290,NA
2020-05-13,Leyden,0,NA
2020-05-13,Lincoln,30,NA
2020-05-13,Littleton,93,NA
2020-05-13,Longmeadow,195,NA
2020-05-13,Lowell,2215,NA
2020-05-13,Ludlow,94,NA
2020-05-13,Lunenburg,46,NA
2020-05-13,Lynn,2834,NA
2020-05-13,Lynnfield,80,NA
2020-05-13,Malden,986,NA
2020-05-13,Manchester,15,NA
2020-05-13,Mansfield,137,NA
2020-05-13,Marblehead,163,NA
2020-05-13,Marion,9,NA
2020-05-13,Marlborough,698,NA
2020-05-13,Marshfield,139,NA
2020-05-13,Mashpee,45,NA
2020-05-13,Mattapoisett,25,NA
2020-05-13,Maynard,60,NA
2020-05-13,Medfield,32,NA
2020-05-13,Medford,870,NA
2020-05-13,Medway,99,NA
2020-05-13,Melrose,206,NA
2020-05-13,Mendon,22,NA
2020-05-13,Merrimac,23,NA
2020-05-13,Methuen,737,NA
2020-05-13,Middleborough,221,NA
2020-05-13,Middlefield,0,NA
2020-05-13,Middleton,132,NA
2020-05-13,Milford,525,NA
2020-05-13,Millbury,173,NA
2020-05-13,Millis,43,NA
2020-05-13,Millville,13,NA
2020-05-13,Milton,271,NA
2020-05-13,Monroe,0,NA
2020-05-13,Monson,26,NA
2020-05-13,Montague,23,NA
2020-05-13,Monterey,0,NA
2020-05-13,Montgomery,3,NA
2020-05-13,Mount Washington,0,NA
2020-05-13,Nahant,34,NA
2020-05-13,Nantucket,12,NA
2020-05-13,Natick,349,NA
2020-05-13,Needham,292,NA
2020-05-13,New Ashford,0,NA
2020-05-13,New Bedford,1241,NA
2020-05-13,New Braintree,3,NA
2020-05-13,New Marlborough,3,NA
2020-05-13,New Salem,0,NA
2020-05-13,Newbury,7,NA
2020-05-13,Newburyport,56,NA
2020-05-13,Newton,675,NA
2020-05-13,Norfolk,23,NA
2020-05-13,North Adams,45,NA
2020-05-13,North Andover,248,NA
2020-05-13,North Attleborough,214,NA
2020-05-13,North Brookfield,11,NA
2020-05-13,North Reading,166,NA
2020-05-13,Northampton,238,NA
2020-05-13,Northborough,171,NA
2020-05-13,Northbridge,235,NA
2020-05-13,Northfield,3,NA
2020-05-13,Norton,113,NA
2020-05-13,Norwell,105,NA
2020-05-13,Norwood,462,NA
2020-05-13,Oak Bluffs,3,NA
2020-05-13,Oakham,3,NA
2020-05-13,Orange,34,NA
2020-05-13,Orleans,15,NA
2020-05-13,Otis,3,NA
2020-05-13,Oxford,42,NA
2020-05-13,Palmer,36,NA
2020-05-13,Paxton,23,NA
2020-05-13,Peabody,809,NA
2020-05-13,Pelham,3,NA
2020-05-13,Pembroke,68,NA
2020-05-13,Pepperell,39,NA
2020-05-13,Peru,3,NA
2020-05-13,Petersham,5,NA
2020-05-13,Phillipston,12,NA
2020-05-13,Pittsfield,147,NA
2020-05-13,Plainfield,0,NA
2020-05-13,Plainville,51,NA
2020-05-13,Plymouth,424,NA
2020-05-13,Plympton,8,NA
2020-05-13,Princeton,3,NA
2020-05-13,Provincetown,21,NA
2020-05-13,Quincy,970,NA
2020-05-13,Randolph,787,NA
2020-05-13,Raynham,206,NA
2020-05-13,Reading,247,NA
2020-05-13,Rehoboth,44,NA
2020-05-13,Revere,1403,NA
2020-05-13,Richmond,5,NA
2020-05-13,Rochester,22,NA
2020-05-13,Rockland,246,NA
2020-05-13,Rockport,72,NA
2020-05-13,Rowe,0,NA
2020-05-13,Rowley,31,NA
2020-05-13,Royalston,3,NA
2020-05-13,Russell,8,NA
2020-05-13,Rutland,37,NA
2020-05-13,Salem,492,NA
2020-05-13,Salisbury,45,NA
2020-05-13,Sandisfield,3,NA
2020-05-13,Sandwich,74,NA
2020-05-13,Saugus,432,NA
2020-05-13,Savoy,3,NA
2020-05-13,Scituate,119,NA
2020-05-13,Seekonk,61,NA
2020-05-13,Sharon,118,NA
2020-05-13,Sheffield,15,NA
2020-05-13,Shelburne,7,NA
2020-05-13,Sherborn,11,NA
2020-05-13,Shirley,144,NA
2020-05-13,Shrewsbury,265,NA
2020-05-13,Shutesbury,3,NA
2020-05-13,Somerset,98,NA
2020-05-13,Somerville,729,NA
2020-05-13,South Hadley,108,NA
2020-05-13,Southampton,28,NA
2020-05-13,Southborough,36,NA
2020-05-13,Southbridge,84,NA
2020-05-13,Southwick,44,NA
2020-05-13,Spencer,38,NA
2020-05-13,Springfield,1889,NA
2020-05-13,Sterling,60,NA
2020-05-13,Stockbridge,14,NA
2020-05-13,Stoneham,322,NA
2020-05-13,Stoughton,512,NA
2020-05-13,Stow,25,NA
2020-05-13,Sturbridge,30,NA
2020-05-13,Sudbury,163,NA
2020-05-13,Sunderland,8,NA
2020-05-13,Sutton,38,NA
2020-05-13,Swampscott,115,NA
2020-05-13,Swansea,75,NA
2020-05-13,Taunton,758,NA
2020-05-13,Templeton,109,NA
2020-05-13,Tewksbury,484,NA
2020-05-13,Tisbury,3,NA
2020-05-13,Tolland,3,NA
2020-05-13,Topsfield,106,NA
2020-05-13,Townsend,26,NA
2020-05-13,Truro,9,NA
2020-05-13,Tyngsborough,81,NA
2020-05-13,Tyringham,3,NA
2020-05-13,Upton,17,NA
2020-05-13,Uxbridge,58,NA
2020-05-13,Wakefield,257,NA
2020-05-13,Wales,3,NA
2020-05-13,Walpole,199,NA
2020-05-13,Waltham,994,NA
2020-05-13,Ware,21,NA
2020-05-13,Wareham,171,NA
2020-05-13,Warren,13,NA
2020-05-13,Warwick,0,NA
2020-05-13,Washington,3,NA
2020-05-13,Watertown,326,NA
2020-05-13,Wayland,92,NA
2020-05-13,Webster,123,NA
2020-05-13,Wellesley,207,NA
2020-05-13,Wellfleet,3,NA
2020-05-13,Wendell,0,NA
2020-05-13,Wenham,15,NA
2020-05-13,West Boylston,33,NA
2020-05-13,West Bridgewater,98,NA
2020-05-13,West Brookfield,13,NA
2020-05-13,West Newbury,6,NA
2020-05-13,West Springfield,271,NA
2020-05-13,West Stockbridge,3,NA
2020-05-13,West Tisbury,7,NA
2020-05-13,Westborough,273,NA
2020-05-13,Westfield,397,NA
2020-05-13,Westford,126,NA
2020-05-13,Westhampton,3,NA
2020-05-13,Westminster,19,NA
2020-05-13,Weston,125,NA
2020-05-13,Westport,61,NA
2020-05-13,Westwood,99,NA
2020-05-13,Weymouth,607,NA
2020-05-13,Whately,3,NA
2020-05-13,Whitman,164,NA
2020-05-13,Wilbraham,178,NA
2020-05-13,Williamsburg,8,NA
2020-05-13,Williamstown,81,NA
2020-05-13,Wilmington,298,NA
2020-05-13,Winchendon,73,NA
2020-05-13,Winchester,97,NA
2020-05-13,Windsor,0,NA
2020-05-13,Winthrop,221,NA
2020-05-13,Woburn,499,NA
2020-05-13,Worcester,3549,NA
2020-05-13,Worthington,0,NA
2020-05-13,Wrentham,172,NA
2020-05-13,Yarmouth,96,NA
2020-05-20,Abington,219,NA
2020-05-20,Acton,138,NA
2020-05-20,Acushnet,73,NA
2020-05-20,Adams,35,NA
2020-05-20,Agawam,423,NA
2020-05-20,Alford,0,NA
2020-05-20,Amesbury,154,NA
2020-05-20,Amherst,85,NA
2020-05-20,Andover,263,NA
2020-05-20,Aquinnah,0,NA
2020-05-20,Arlington,279,NA
2020-05-20,Ashburnham,26,NA
2020-05-20,Ashby,14,NA
2020-05-20,Ashfield,3,NA
2020-05-20,Ashland,214,NA
2020-05-20,Athol,46,NA
2020-05-20,Attleboro,577,NA
2020-05-20,Auburn,184,NA
2020-05-20,Avon,67,NA
2020-05-20,Ayer,65,NA
2020-05-20,Barnstable,293,NA
2020-05-20,Barre,47,NA
2020-05-20,Becket,12,NA
2020-05-20,Bedford,232,NA
2020-05-20,Belchertown,88,NA
2020-05-20,Bellingham,112,NA
2020-05-20,Belmont,210,NA
2020-05-20,Berkley,52,NA
2020-05-20,Berlin,20,NA
2020-05-20,Bernardston,6,NA
2020-05-20,Beverly,542,NA
2020-05-20,Billerica,486,NA
2020-05-20,Blackstone,40,NA
2020-05-20,Blandford,3,NA
2020-05-20,Bolton,12,NA
2020-05-20,Boston,12629,NA
2020-05-20,Bourne,144,NA
2020-05-20,Boxborough,23,NA
2020-05-20,Boxford,35,NA
2020-05-20,Boylston,18,NA
2020-05-20,Braintree,754,NA
2020-05-20,Brewster,92,NA
2020-05-20,Bridgewater,328,NA
2020-05-20,Brimfield,3,NA
2020-05-20,Brockton,3773,NA
2020-05-20,Brookfield,15,NA
2020-05-20,Brookline,343,NA
2020-05-20,Buckland,8,NA
2020-05-20,Burlington,231,NA
2020-05-20,Cambridge,889,NA
2020-05-20,Canton,266,NA
2020-05-20,Carlisle,12,NA
2020-05-20,Carver,49,NA
2020-05-20,Charlemont,3,NA
2020-05-20,Charlton,60,NA
2020-05-20,Chatham,12,NA
2020-05-20,Chelmsford,302,NA
2020-05-20,Chelsea,2598,NA
2020-05-20,Cheshire,3,NA
2020-05-20,Chester,3,NA
2020-05-20,Chesterfield,3,NA
2020-05-20,Chicopee,373,NA
2020-05-20,Chilmark,3,NA
2020-05-20,Clarksburg,7,NA
2020-05-20,Clinton,174,NA
2020-05-20,Cohasset,21,NA
2020-05-20,Colrain,3,NA
2020-05-20,Concord,160,NA
2020-05-20,Conway,3,NA
2020-05-20,Cummington,3,NA
2020-05-20,Dalton,9,NA
2020-05-20,Danvers,643,NA
2020-05-20,Dartmouth,284,NA
2020-05-20,Dedham,340,NA
2020-05-20,Deerfield,8,NA
2020-05-20,Dennis,83,NA
2020-05-20,Dighton,54,NA
2020-05-20,Douglas,39,NA
2020-05-20,Dover,17,NA
2020-05-20,Dracut,422,NA
2020-05-20,Dudley,72,NA
2020-05-20,Dunstable,9,NA
2020-05-20,Duxbury,60,NA
2020-05-20,East Bridgewater,172,NA
2020-05-20,East Brookfield,9,NA
2020-05-20,East Longmeadow,238,NA
2020-05-20,Eastham,10,NA
2020-05-20,Easthampton,70,NA
2020-05-20,Easton,248,NA
2020-05-20,Edgartown,7,NA
2020-05-20,Egremont,5,NA
2020-05-20,Erving,6,NA
2020-05-20,Essex,21,NA
2020-05-20,Everett,1474,NA
2020-05-20,Fairhaven,183,NA
2020-05-20,Fall River,1051,NA
2020-05-20,Falmouth,170,NA
2020-05-20,Fitchburg,631,NA
2020-05-20,Florida,3,NA
2020-05-20,Foxborough,100,NA
2020-05-20,Framingham,1493,NA
2020-05-20,Franklin,111,NA
2020-05-20,Freetown,80,NA
2020-05-20,Gardner,156,NA
2020-05-20,Georgetown,45,NA
2020-05-20,Gill,3,NA
2020-05-20,Gloucester,233,NA
2020-05-20,Goshen,3,NA
2020-05-20,Gosnold,0,NA
2020-05-20,Grafton,81,NA
2020-05-20,Granby,26,NA
2020-05-20,Granville,9,NA
2020-05-20,Great Barrington,52,NA
2020-05-20,Greenfield,189,NA
2020-05-20,Groton,38,NA
2020-05-20,Groveland,28,NA
2020-05-20,Hadley,40,NA
2020-05-20,Halifax,48,NA
2020-05-20,Hamilton,28,NA
2020-05-20,Hampden,45,NA
2020-05-20,Hancock,3,NA
2020-05-20,Hanover,60,NA
2020-05-20,Hanson,88,NA
2020-05-20,Hardwick,7,NA
2020-05-20,Harvard,16,NA
2020-05-20,Harwich,111,NA
2020-05-20,Hatfield,10,NA
2020-05-20,Haverhill,1066,NA
2020-05-20,Hawley,0,NA
2020-05-20,Heath,0,NA
2020-05-20,Hingham,237,NA
2020-05-20,Hinsdale,3,NA
2020-05-20,Holbrook,176,NA
2020-05-20,Holden,85,NA
2020-05-20,Holland,8,NA
2020-05-20,Holliston,53,NA
2020-05-20,Holyoke,764,NA
2020-05-20,Hopedale,34,NA
2020-05-20,Hopkinton,110,NA
2020-05-20,Hubbardston,5,NA
2020-05-20,Hudson,163,NA
2020-05-20,Hull,47,NA
2020-05-20,Huntington,13,NA
2020-05-20,Ipswich,62,NA
2020-05-20,Kingston,116,NA
2020-05-20,Lakeville,54,NA
2020-05-20,Lancaster,75,NA
2020-05-20,Lanesborough,7,NA
2020-05-20,Lawrence,2681,NA
2020-05-20,Lee,16,NA
2020-05-20,Leicester,128,NA
2020-05-20,Lenox,13,NA
2020-05-20,Leominster,516,NA
2020-05-20,Leverett,3,NA
2020-05-20,Lexington,302,NA
2020-05-20,Leyden,0,NA
2020-05-20,Lincoln,32,NA
2020-05-20,Littleton,94,NA
2020-05-20,Longmeadow,202,NA
2020-05-20,Lowell,2457,NA
2020-05-20,Ludlow,110,NA
2020-05-20,Lunenburg,58,NA
2020-05-20,Lynn,3117,NA
2020-05-20,Lynnfield,87,NA
2020-05-20,Malden,1053,NA
2020-05-20,Manchester,16,NA
2020-05-20,Mansfield,147,NA
2020-05-20,Marblehead,211,NA
2020-05-20,Marion,11,NA
2020-05-20,Marlborough,829,NA
2020-05-20,Marshfield,152,NA
2020-05-20,Mashpee,50,NA
2020-05-20,Mattapoisett,28,NA
2020-05-20,Maynard,63,NA
2020-05-20,Medfield,33,NA
2020-05-20,Medford,922,NA
2020-05-20,Medway,103,NA
2020-05-20,Melrose,216,NA
2020-05-20,Mendon,23,NA
2020-05-20,Merrimac,26,NA
2020-05-20,Methuen,827,NA
2020-05-20,Middleborough,243,NA
2020-05-20,Middlefield,0,NA
2020-05-20,Middleton,144,NA
2020-05-20,Milford,575,NA
2020-05-20,Millbury,184,NA
2020-05-20,Millis,45,NA
2020-05-20,Millville,13,NA
2020-05-20,Milton,286,NA
2020-05-20,Monroe,0,NA
2020-05-20,Monson,30,NA
2020-05-20,Montague,25,NA
2020-05-20,Monterey,0,NA
2020-05-20,Montgomery,3,NA
2020-05-20,Mount Washington,0,NA
2020-05-20,Nahant,37,NA
2020-05-20,Nantucket,12,NA
2020-05-20,Natick,381,NA
2020-05-20,Needham,303,NA
2020-05-20,New Ashford,0,NA
2020-05-20,New Bedford,1583,NA
2020-05-20,New Braintree,3,NA
2020-05-20,New Marlborough,6,NA
2020-05-20,New Salem,0,NA
2020-05-20,Newbury,8,NA
2020-05-20,Newburyport,65,NA
